"Scenario","SampleSize","Method","Mean","SD","Bias","RMSE","Success_Rate"
"Scenario_4",100,"NN-Est2",0.697948602877419,1.10159500306035,-0.302051397122581,1.11537931652549,100
"Scenario_4",200,"NN-Est1",0.924200546866686,0.365579936194417,-0.0757994531333137,0.364296324927699,100
"Scenario_4",200,"NN-Est2",0.916861712213405,0.382699618084642,-0.0831382877865955,0.382162298891598,100
"Scenario_4",500,"NN-Est1",0.928320057776894,0.112869639251233,-0.0716799422231063,0.131303434108085,100
"Scenario_4",500,"NN-Est2",0.921087207934023,0.105632688548639,-0.0789127920659769,0.129721164029472,100
"Scenario_4",1000,"NN-Est1",0.984075318211809,0.0850465926829336,-0.0159246817881905,0.0844089584741046,100
"Scenario_4",1000,"NN-Est2",0.983422306463256,0.0871633061102837,-0.0165776935367435,0.0865585914769265,100
"Scenario_4",2000,"NN-Est1",0.994090918582231,0.0508978571291422,-0.00590908141776858,0.0499597789278882,100
"Scenario_4",2000,"NN-Est2",0.994121896288174,0.0490836851665087,-0.0058781037118264,0.0482006207978247,100
"Scenario_4",5000,"NN-Est1",0.976185073007119,0.0421036089434641,-0.0238149269928808,0.0474471172932264,100
"Scenario_4",5000,"NN-Est2",0.975645681365035,0.0420404196609879,-0.0243543186349646,0.0476671781961317,100
"Scenario_4",10000,"NN-Est1",1.00135140953303,0.0200152949238117,0.00135140953303448,0.0195552483254185,100
"Scenario_4",10000,"NN-Est2",1.00136535334348,0.0199902149359178,0.00136535334347543,0.0195318316672431,100
"Scenario_5",100,"NN-Est1",4.85647137731294,8.99578809002045,3.85647137731294,8.69284326353865,20
"Scenario_5",100,"NN-Est2",4.19815650144662,8.01828385435715,3.19815650144662,7.64512014192901,20
"Scenario_5",200,"NN-Est1",4.34580473973625,2.90647800286501,3.34580473973625,4.2370391621216,25
"Scenario_5",200,"NN-Est2",3.06166608129368,4.16808347363854,2.06166608129368,4.26014118373227,25
"Scenario_5",500,"NN-Est1",NA,NA,NA,NA,0
"Scenario_5",500,"NN-Est2",NA,NA,NA,NA,0
"Scenario_5",1000,"NN-Est1",NA,NA,NA,NA,0
"Scenario_5",1000,"NN-Est2",NA,NA,NA,NA,0
"Scenario_5",2000,"NN-Est1",NA,NA,NA,NA,0
"Scenario_5",2000,"NN-Est2",NA,NA,NA,NA,0
"Scenario_5",5000,"NN-Est1",NA,NA,NA,NA,0
"Scenario_5",5000,"NN-Est2",NA,NA,NA,NA,0
"Scenario_5",10000,"NN-Est1",NA,NA,NA,NA,0
"Scenario_5",10000,"NN-Est2",NA,NA,NA,NA,0
